m0,m1,m2,j,FOV,globX,globY,Names,cell_ID,cell_center_X,cell_center_Y,cell_center_globX,cell_center_globY,cell_number,cell_globID
0,1466,1895,1,3,2618.0,16410.0,Gad1,1891,1137.4508250825083,24.737293729372936,9431.45082508251,16612.737293729373,1891_3,4843
0,1525,1977,1,3,2677.0,16492.0,Gad1,1947,1195.4521668029436,233.14063777596076,9489.452166802943,16821.14063777596,1947_3,4889
0,1545,1997,1,3,2697.0,16512.0,Gad1,1973,1232.7495590828923,1894.8862433862435,9526.749559082893,18482.886243386245,1973_3,4909
0,1608,1906,1,3,2760.0,16421.0,Gad1,2025,1277.3030623020063,1481.429778247096,9571.303062302006,18069.429778247097,2025_3,4947
0,1675,2176,1,3,2827.0,16691.0,Gad1,2059,1307.1402439024391,253.8262195121951,9601.140243902439,16841.826219512193,2059_3,4975
0,1677,2167,1,3,2829.0,16682.0,Gad1,2059,1307.1402439024391,253.8262195121951,9601.140243902439,16841.826219512193,2059_3,4975
0,1693,2203,1,3,2845.0,16718.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
0,1694,2188,1,3,2846.0,16703.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
0,1698,1947,1,3,2850.0,16462.0,Gad1,2086,1346.4312696747115,2026.495278069255,9640.431269674711,18614.495278069255,2086_3,5000
0,1701,2199,1,3,2853.0,16714.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
0,1702,2177,1,3,2854.0,16692.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
0,1706,2201,1,3,2858.0,16716.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
0,1707,1936,1,3,2859.0,16451.0,Gad1,2086,1346.4312696747115,2026.495278069255,9640.431269674711,18614.495278069255,2086_3,5000
0,1707,1961,1,3,2859.0,16476.0,Gad1,2086,1346.4312696747115,2026.495278069255,9640.431269674711,18614.495278069255,2086_3,5000
0,1709,1952,1,3,2861.0,16467.0,Gad1,2086,1346.4312696747115,2026.495278069255,9640.431269674711,18614.495278069255,2086_3,5000
0,1709,2183,1,3,2861.0,16698.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
0,1710,2208,1,3,2862.0,16723.0,Gad1,2078,1346.6004077471966,1673.27624872579,9640.600407747197,18261.27624872579,2078_3,4992
